org_id,samp_id,samp_datetime,org_url,org_media_url,org_media_type,org_attached_links,org_text,org_hashtags,org_user_metions,user_id,user_name,user_screen_name,user_verified,user_profile_image_url,user_profile_banner_url,user_profile_background_image_url,user_followers_count,user_friends_count,org_favorite_count,org_quote_count,org_reply_count,org_retweet_count,org_datetime
1381246447501316098,1454646310863257600,2021-10-31T03:08:01.000-07:00,"","","",['https://dotnet.careers/178837-shift-digital-.net-microservices-engineer'],Shift Digital is hiring a .NET Microservices Engineer.||#dotnetcore #aspnet #csharp #azure #kubernetes #jobs||Apply now: https://t.co/fcD0N1lMQr,"['dotnetcore', 'aspnet', 'csharp', 'azure', 'kubernetes', 'jobs']","",1149425974720782336,.NET Careers,dotnet_careers,false,http://pbs.twimg.com/profile_images/1219359916621615104/y_A9z9lj_normal.jpg,https://pbs.twimg.com/profile_banners/1149425974720782336/1564939759,"",3849,5001,19,0,0,246,2021-04-11T14:03:10.000-07:00
1426183686198861827,1454634123784437762,2021-10-31T02:19:35.000-07:00,https://twitter.com/violetprotocol/status/1426183686198861827,"","","['http://discord.gg/YX2f3EWR', 'https://violetprotocol.notion.site/Open-Roles-Violet-befb51830f26439ca81729ce39942709']",Fin/ Stay tuned for more updates here soon. In the meantime head to our Discord (https://t.co/NlPqTJcJS8) to chat and surprise: we are hiring for multiple engineering roles https://t.co/eNMNYFN70F,"","",1393205493036949507,Violet Protocol,violetprotocol,false,http://pbs.twimg.com/profile_images/1426133232932859906/XJfCacup_normal.jpg,https://pbs.twimg.com/profile_banners/1393205493036949507/1628851634,"",427,3,6,1,1,0,2021-08-13T14:07:42.000-07:00
1437313434274566149,1454644290391511044,2021-10-31T02:59:59.000-07:00,https://twitter.com/LendHubDefi/status/1437313434274566149/photo/1,['http://pbs.twimg.com/media/E_Jc7ClVIAoSusc.jpg'],['photo'],"['https://forms.gle/gqQ5Z9f17Uaw1wV28', 'http://www.lendhub.org']",LendHub Global Volunteer Recruitment starts today🔥🔥🔥||Excellent volunteers can receive the maximum amount of LHB equivalent to 2000U each month!||Application form：https://t.co/vfJ3dK3ifo|Registration website：https://t.co/au0t7mpkfX|Registration Contact：Telegram [@JMandy] https://t.co/HLtiREn7gp,"",['jmandy'],1295248312459829248,LendHub,LendHubDefi,false,http://pbs.twimg.com/profile_images/1349347726404714496/_xMO3Ccm_normal.jpg,https://pbs.twimg.com/profile_banners/1295248312459829248/1610544572,"",26294,14,34,1,0,13,2021-09-13T07:13:21.000-07:00
1441068535107792903,1454648488327852033,2021-10-31T03:16:40.000-07:00,https://twitter.com/LeQuan_God/status/1441068535107792903,"","","","@PhillyInquirer @RBPhillyTake So I'm all for giving anybody a chance and these are massive shoes to fill, but here's the thing: Did NBCPhiladelphia make this hiring because she was TRULY interested in the 76ers job, or simply interested in being a female sports announcer, because those are different things.","","['PhillyInquirer', 'RBPhillyTake']",1558924927,LeQuan Glover,LeQuan_God,false,http://pbs.twimg.com/profile_images/378800000069685278/604582ded15660c1856a3e2a707c1cc9_normal.jpeg,https://pbs.twimg.com/profile_banners/1558924927/1372625622,http://abs.twimg.com/images/themes/theme1/bg.png,29,42,27,5,16,0,2021-09-23T15:54:47.000-07:00
1452634214533373955,1454626533574840321,2021-10-31T01:49:25.000-07:00,"","","","",@Stonekettle There is a nat'l retailer that is constantly hiring &amp; there is a list of reasons why:|1.) To be full-time you MUST have a college degree|2.) To be eligible for benefits you must have an ave of 20 hours p/week for 52 weeks|3.) Part-timers are scheduled less than 18 hours per week.,"",['Stonekettle'],3300678283,karmakkaze,karmakkaze,false,http://pbs.twimg.com/profile_images/1402332758945501188/CY3myAE1_normal.jpg,https://pbs.twimg.com/profile_banners/3300678283/1611176304,http://abs.twimg.com/images/themes/theme1/bg.png,915,1242,42,2,2,7,2021-10-25T13:52:40.000-07:00
1453090184690556936,1454619118469107719,2021-10-31T01:19:58.000-07:00,https://twitter.com/Overpaidjames/status/1453090184690556936/photo/1,"['http://pbs.twimg.com/media/FCpp0baXMAUosCr.jpg', 'http://pbs.twimg.com/media/FCpp0baWYAoixLl.jpg', 'http://pbs.twimg.com/media/FCpp0bcXEAURlRr.jpg']","['photo', 'photo', 'photo']","","After starting my trucking company only 4 months ago, today I reached first goal. I Just signed my first 6 figure contract today with Bobs Furniture company. My company will be delivering furniture in Philadelphia and surrounding areas. Also will be hiring movers with experience https://t.co/f7DRLTuSSP","","",329331562,Unfuckwithable,Overpaidjames,false,http://pbs.twimg.com/profile_images/1400505702771220480/3xWhU_uV_normal.jpg,https://pbs.twimg.com/profile_banners/329331562/1580281142,http://abs.twimg.com/images/themes/theme15/bg.png,4159,2100,12179,221,121,1842,2021-10-26T20:04:31.000-07:00
1453342215300911104,1454632894119436291,2021-10-31T02:14:42.000-07:00,"","","","",Mexican cartels are hiring Americans to drive illegal immigrants from the border.||These are the only new jobs created in the Biden Administration.,"","",1029094268542099457,Lance Gooden,Lancegooden,true,http://pbs.twimg.com/profile_images/1414673598522937351/k1ctaRRP_normal.jpg,https://pbs.twimg.com/profile_banners/1029094268542099457/1607108266,"",115825,316,2634,28,73,732,2021-10-27T12:46:00.000-07:00
1453403742854856712,1454646517793497088,2021-10-31T03:08:50.000-07:00,https://twitter.com/SkoobyD93/status/1453403742854856712,"","","",Hey @IssaRae I know Insecure is ending and you are working on some new projects but I wanted to ask…Are y’all niggas hiring? (Asking for myself),"",['IssaRae'],40309437,D. Till,SkoobyD93,false,http://pbs.twimg.com/profile_images/1324853162919034889/FH3po5XI_normal.jpg,https://pbs.twimg.com/profile_banners/40309437/1359274796,http://abs.twimg.com/images/themes/theme1/bg.png,2062,1746,667,17,27,136,2021-10-27T16:50:29.000-07:00
1453450814123433989,1454628829239001090,2021-10-31T01:58:33.000-07:00,"","","",['http://dlvr.it/SBQGdS'],"Now Hiring: High-Growth, Regional Bank Seeks Senior Financial Services Lawyer (Fully Remote Option) at Garrison &amp; Sisson Inc (Richmond, VA) https://t.co/aa8vt1MYPR #inhousetwitter #inhousecounsel","['inhousetwitter', 'inhousecounsel']","",49049693,GoInhouse®,goinhouse,false,http://pbs.twimg.com/profile_images/992508612273635328/74DREEkY_normal.jpg,https://pbs.twimg.com/profile_banners/49049693/1590205232,http://abs.twimg.com/images/themes/theme6/bg.gif,7700,3770,0,0,0,1,2021-10-27T19:57:32.000-07:00
1453458120328433669,1454636129890697222,2021-10-31T02:27:33.000-07:00,"","","",['http://dlvr.it/SBQLlv'],"Now Hiring: Sr Quality Specialist, Project Quality and Risk Management at Parexel (North Carolina, United States) https://t.co/oQiWJeOPRU #risk #compliance #compliancejobs","['risk', 'compliance', 'compliancejobs']","",1299165644856930309,ComplyApply.com,complyapplyjobs,false,http://pbs.twimg.com/profile_images/1384637538820820992/jnIltX_X_normal.png,https://pbs.twimg.com/profile_banners/1299165644856930309/1619264851,"",83,577,0,0,0,1,2021-10-27T20:26:34.000-07:00
