org_id,samp_id,samp_datetime,org_url,org_media_url,org_media_type,org_attached_links,org_text,org_hashtags,org_user_metions,user_id,user_name,user_screen_name,user_verified,user_profile_image_url,user_profile_banner_url,user_profile_background_image_url,user_followers_count,user_friends_count,org_favorite_count,org_quote_count,org_reply_count,org_retweet_count,org_datetime
937774159521648641,1454876123234328577,2021-10-31T18:21:12.000-07:00,https://twitter.com/westboiseroyz/status/937774159521648641,"","","","Trying to talk myself into this Herm Edwards hiring not being a complete disaster. All I got is, his rah rah stuff should theoretically work better with college kids than with pros.","","",215151296,Ray Hrovat,WestBoiseRoyZ,false,http://pbs.twimg.com/profile_images/1420189997865467904/UrTrIGI7_normal.jpg,https://pbs.twimg.com/profile_banners/215151296/1635125406,http://abs.twimg.com/images/themes/theme6/bg.gif,1048,2845,0,0,1,0,2017-12-04T20:02:37.000-08:00
1407456865710002177,1454866011942002690,2021-10-31T17:41:02.000-07:00,"","","","","When wealth disparity threatened to cause civil unrest,  FDR made the bold move of hiring all the unemployed Americans &amp; PAID THEM a fair wage to work. ||He demanded the wealthiest Americans  give some blood to avoid ruin.","","",140586054,John Ales AF,IAmJohnAles,true,http://pbs.twimg.com/profile_images/1439950206162800642/_GtmcsR8_normal.jpg,https://pbs.twimg.com/profile_banners/140586054/1632020227,http://abs.twimg.com/images/themes/theme1/bg.png,51416,2898,534,5,10,115,2021-06-22T21:54:00.000-07:00
1433036622447185923,1454872551205842952,2021-10-31T18:07:01.000-07:00,"","","","",@krisacbuildings are hiring. Trades man and labourers welcome||Weekly/ Every fortnight||16+||Learn a skill and progress into creating you own firm||Email info@krisacbuildings.com for more information||London and surrounding areas||Full time and part time available all year round,"",['krisacbuildings'],183594884,zulu alpha charlie,_ZV4_,false,http://pbs.twimg.com/profile_images/1409821564514807810/4HlQzYlK_normal.jpg,"",http://abs.twimg.com/images/themes/theme1/bg.png,226,845,2,2,0,8,2021-09-01T11:58:49.000-07:00
1440715489445961743,1454879370074542083,2021-10-31T18:34:06.000-07:00,https://twitter.com/oann/status/1440715489445961743,['http://pbs.twimg.com/ext_tw_video_thumb/1440715413327802372/pu/img/RYQgZ_KqaITFx0-T.jpg'],['video'],"","One America News is hiring news writers, producers, anchors &amp; videographers! Looking for a job in news media? Send your application to HR@oann.com today! |#OANN #hiring #news #media #writers #producers https://t.co/merWr3BumH","['OANN', 'hiring', 'news', 'media', 'writers', 'producers']","",1209936918,One America News,OANN,true,http://pbs.twimg.com/profile_images/579744264751448064/DH0xDrdO_normal.jpg,https://pbs.twimg.com/profile_banners/1209936918/1625763190,http://abs.twimg.com/images/themes/theme7/bg.gif,1483155,78,1823,43,265,811,2021-09-22T16:31:54.000-07:00
1449118032874385419,1454884835454029824,2021-10-31T18:55:49.000-07:00,"","","",['https://stmarytx.applicantpro.com/jobs/'],We are hiring TWO new tenure-track or tenured positions in Theology at St. Mary's - one in Systematic Theology and one in Theological and Social Ethics! You can find the links to both positions at https://t.co/5nmFs603BP,"","",1374583458,Dr. Sara Ronis,SaraRonis,false,http://pbs.twimg.com/profile_images/1237418720525463552/vt7cjWfo_normal.jpg,https://pbs.twimg.com/profile_banners/1374583458/1389869968,http://abs.twimg.com/images/themes/theme13/bg.gif,869,539,24,0,1,12,2021-10-15T21:00:37.000-07:00
1450079213403394049,1454884319449788422,2021-10-31T18:53:46.000-07:00,"","","",['https://www.jobbnorge.no/en/available-jobs/job/213744/phd-position'],"We're hiring (again)! This time, we are looking for a PhD student into a 4-year position. https://t.co/VJK3BlMC1k","","",166571704,Petri Kursula,petrikursula,false,http://pbs.twimg.com/profile_images/1452312618434170892/g-CbFaHa_normal.jpg,https://pbs.twimg.com/profile_banners/166571704/1635091067,http://abs.twimg.com/images/themes/theme1/bg.png,379,1026,45,2,1,40,2021-10-18T12:40:00.000-07:00
1451236576395149312,1454882979625402376,2021-10-31T18:48:27.000-07:00,"","","","",We’re hiring Warehouse Operations Team Members at our Newton Distribution Center! Pay starting at $15.40 &amp; $18.10 depending on position. Apply today and #worksomewhereyoulove,['worksomewhereyoulove'],"",179968269,Target Careers,TargetCareers,true,http://pbs.twimg.com/profile_images/785912998602780672/yMaMjX9h_normal.jpg,https://pbs.twimg.com/profile_banners/179968269/1534863444,http://abs.twimg.com/images/themes/theme1/bg.png,23245,503,11,0,0,5,2021-10-21T17:18:57.000-07:00
1452610992463097862,1454871360254013440,2021-10-31T18:02:17.000-07:00,https://twitter.com/AgainstMalaria/status/1452610992463097862,['http://pbs.twimg.com/media/FCi16wiXsAQykzR.png'],['photo'],['https://www.againstmalaria.com/newsitem.aspx?newsitem=AMF-is-hiring-Software-Engineer'],AMF is hiring - Software Engineer  #charityjobs #fullstackdeveloper #impact #dotnet|https://t.co/x014uTtxBQ https://t.co/R4p5QCq7Lz,"['charityjobs', 'fullstackdeveloper', 'impact', 'dotnet']","",38422805,Against Malaria Foundation,AgainstMalaria,false,http://pbs.twimg.com/profile_images/938722480100843525/WcngtvBa_normal.jpg,https://pbs.twimg.com/profile_banners/38422805/1512643982,http://abs.twimg.com/images/themes/theme1/bg.png,3840,24,13,0,1,6,2021-10-25T12:20:23.000-07:00
1452779645938503681,1454868439957266439,2021-10-31T17:50:40.000-07:00,"","","",['https://nantmedia.wd5.myworkdayjobs.com/en-US/LATimesCareers/job/El-Segundo-CA/Content-Creators--Social-Media--Multiplatform-Editors-_REQ_001047'],:taps mic:||We really are hiring a Meme Team at the @latimes ||https://t.co/PXkDuP0OuX,"",['latimes'],68556549,Samantha Melbourneweaver,SamanthaMVB,true,http://pbs.twimg.com/profile_images/1063972074606092288/-6dPY7XB_normal.jpg,https://pbs.twimg.com/profile_banners/68556549/1420212339,http://abs.twimg.com/images/themes/theme1/bg.png,3654,2811,318,31,17,113,2021-10-25T23:30:33.000-07:00
1453013607889911809,1454877343537897477,2021-10-31T18:26:03.000-07:00,https://twitter.com/TundraBooks/status/1453013607889911809/video/1,['http://pbs.twimg.com/ext_tw_video_thumb/1453013587707015168/pu/img/_XYqmQ8ewccTWvtR.jpg'],['video'],['https://bit.ly/3nsyV9C'],We are hiring an editorial intern! Find out more about the position here: https://t.co/lAJ67uAww5 https://t.co/PF051fYyNY,"","",20272536,Tundra Books,TundraBooks,false,http://pbs.twimg.com/profile_images/1329430651586621446/wQPB_yuB_normal.jpg,https://pbs.twimg.com/profile_banners/20272536/1633353899,http://abs.twimg.com/images/themes/theme13/bg.gif,12399,5638,5,0,0,8,2021-10-26T15:00:14.000-07:00
1453405663263137797,1454872479999090692,2021-10-31T18:06:44.000-07:00,"","","",['https://www.imperial.ac.uk/jobs/description/ENG01911/lecturers-computing/'],"The Dept of @ICComputing at Imperial College London is hiring for permanent faculty positions.||I have really enjoyed the research environment at Imperial: Lots of great ideas floating around, both in and outside of ML!||Do reach out if you want to chat.||https://t.co/V3Bw4OkjhG","",['ICComputing'],2876220447,Mark van der Wilk,markvanderwilk,false,http://pbs.twimg.com/profile_images/1014145174233067522/Vxxtb_-i_normal.jpg,"",http://abs.twimg.com/images/themes/theme1/bg.png,2587,431,48,3,0,23,2021-10-27T16:58:07.000-07:00
1453703117556445190,1454881369427877888,2021-10-31T18:42:03.000-07:00,"","","","['http://Salesforce.com', 'http://dlvr.it/SBSNvw']","Now Hiring: Senior Corporate Counsel, Telecommunications at https://t.co/mr8hW6iv8B, Inc. (Dallas, TX) https://t.co/ax8oQ6uri6 #lawtwitter #corporatecounsel","['lawtwitter', 'corporatecounsel']","",49049693,GoInhouse®,goinhouse,false,http://pbs.twimg.com/profile_images/992508612273635328/74DREEkY_normal.jpg,https://pbs.twimg.com/profile_banners/49049693/1590205232,http://abs.twimg.com/images/themes/theme6/bg.gif,7699,3770,0,0,0,1,2021-10-28T12:40:06.000-07:00
